Title1,Textbox33
Visitation By State and by Park for Calendar Year: 2022,This report documents the number of recreation visitors and visitor days for all NPS units that reported public use data in Calendar Year 2022 and displays the percent change from the previous year.

State,Field1,Field2,Textbox22,Field4,Textbox24,TotalNonRecreationVisits,Textbox98,TotalRecreationVisitorHours,Textbox103,TotalNonRecreationVisitorHours,Textbox109,ConcessionerLodgingOvernights,Textbox115,ConcessionerCampingOvernights,Textbox121,TentOvernights,Textbox127,RecreationVehicleOvernights,Textbox133,BackcountryOvernights,Textbox139,NonRecreationOvernights,Textbox144,MiscellaneousOvernights,Textbox151,State2,RecVisitors1,Textbox23,RecDays1,Textbox25,Textbox11,Textbox99,Textbox74,Textbox104,Textbox69,Textbox110,Textbox56,Textbox116,Textbox51,Textbox122,Textbox46,Textbox128,Textbox41,Textbox134,Textbox36,Textbox140,Textbox94,Textbox145,Textbox89,Textbox152,Textbox28,Textbox29,Textbox30,Textbox31,Textbox12,Textbox100,Textbox75,Textbox105,Textbox70,Textbox111,Textbox57,Textbox117,Textbox52,Textbox123,Textbox47,Textbox129,Textbox42,Textbox135,Textbox37,Textbox141,Textbox95,Textbox146,Textbox90,Textbox153
Alaska,Lake Clark NP & PRES,"18,187",-0.50%,"13,576",-5.72%,"2,722",-1.77%,"162,918",-5.72%,"43,988",15.18%,0,,0,,0,,0,,"5,421",-10.46%,"1,752",138.13%,331,18.06%,Subtotal Alaska,"2,023,881",101.99%,"1,585,213",83.75%,"939,626",-18.26%,"19,022,640",83.75%,"1,165,276",8.89%,"20,421",,"19,877",,"7,092",,0,,"75,310",8.41%,"28,798",,"17,388",20.04%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Alaska,Noatak NPRES,"18,393",42.68%,"34,352",38.24%,"8,450",15.44%,"412,233",38.24%,"205,600",21.51%,0,,0,,0,,0,,"5,650",47.48%,"5,750",,0,24.73%,Subtotal Alaska,"2,023,881",101.99%,"1,585,213",83.75%,"939,626",-18.26%,"19,022,640",83.75%,"1,165,276",8.89%,"20,421",,"19,877",,"7,092",,0,,"75,310",8.41%,"28,798",,"17,388",20.04%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Alaska,Sitka NHP,"134,451",38.91%,"6,762",23.39%,0,,"81,152",23.40%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Alaska,"2,023,881",101.99%,"1,585,213",83.75%,"939,626",-18.26%,"19,022,640",83.75%,"1,165,276",8.89%,"20,421",,"19,877",,"7,092",,0,,"75,310",8.41%,"28,798",,"17,388",20.04%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Alaska,Wrangell-St. Elias NP & PRES,"65,236",29.98%,"250,071",29.98%,0,,"3,000,860",29.98%,0,,0,,0,,0,,0,,195,-66.38%,0,231.83%,"7,224",,Subtotal Alaska,"2,023,881",101.99%,"1,585,213",83.75%,"939,626",-18.26%,"19,022,640",83.75%,"1,165,276",8.89%,"20,421",,"19,877",,"7,092",,0,,"75,310",8.41%,"28,798",,"17,388",20.04%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Alaska,Yukon-Charley Rivers NPRES,744,18.28%,"2,574",-46.15%,8,-92.92%,"30,888",-46.16%,960,-92.92%,0,,0,,0,,0,,"1,225",-47.60%,40,,0,-92.92%,Subtotal Alaska,"2,023,881",101.99%,"1,585,213",83.75%,"939,626",-18.26%,"19,022,640",83.75%,"1,165,276",8.89%,"20,421",,"19,877",,"7,092",,0,,"75,310",8.41%,"28,798",,"17,388",20.04%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
American Samoa,National Park of American Samoa,"1,887",-77.79%,314,-77.81%,0,,"3,771",-77.80%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal American Samoa,"1,887",-77.79%,314,-77.81%,0,,"3,771",-77.80%,0,,0,,0,,0,,0,,0,,0,,0,,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Canyon de Chelly NM,"354,972",92.72%,"203,488",95.01%,"517,100",-16.31%,"2,441,861",95.01%,"1,034,201",-16.31%,"15,051",93.11%,"10,949",145.60%,0,,0,,3,,0,,0,-100.00%,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Casa Grande Ruins NM,"78,557",59.47%,"8,916",59.47%,"2,160",0.00%,"107,003",59.47%,216,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Chiricahua NM,"61,377",14.91%,"35,288",23.86%,"3,600",0.00%,"423,459",23.86%,"1,200",0.00%,0,,0,,"9,788",2.70%,"5,243",1.24%,0,,0,126.94%,"1,845",,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Coronado NMEM,"131,359",1.23%,"11,949",-7.13%,"2,508",0.00%,"143,393",-7.13%,"1,248",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Fort Bowie NHS,"7,913",-14.73%,"1,318",-14.75%,0,,"15,826",-14.73%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Glen Canyon NRA,"874,814",16.74%,"340,512",-5.86%,"20,913",34.26%,"4,086,150",-5.86%,"250,968",34.29%,"19,669",-64.98%,"1,814",-95.49%,"9,647",-72.38%,"9,883",-71.74%,0,,0,-27.56%,"391,615",,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Grand Canyon NP,"4,732,101",4.40%,"6,182,077",4.30%,"7,720",-57.68%,"74,184,926",4.30%,"7,720",-57.68%,"526,467",33.78%,"39,400",2.89%,"89,825",-24.85%,"56,759",1.97%,"331,623",-0.20%,0,76.96%,"14,141",,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Hubbell Trading Post NHS,"50,017",135.31%,"2,153",135.30%,"4,584",0.00%,"25,842",135.31%,"1,056",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Lake Mead NRA,"1,394,555",-26.64%,"891,964",-21.02%,"61,162",-27.87%,"10,703,578",-21.02%,"366,970",-27.87%,"17,612",200.19%,"74,320",-8.49%,902,-36.83%,"1,148",-36.64%,"13,064",23.52%,0,5.14%,"6,994",,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Montezuma Castle NM,"364,014",-12.95%,"30,334",-12.95%,0,,"364,014",-12.95%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Navajo NM,"41,118",177.19%,"9,957",175.66%,"4,683",308.28%,"119,485",175.60%,"1,170",307.67%,0,,0,,"1,684",119.84%,"2,053",193.71%,0,,0,,185,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Organ Pipe Cactus NM,"133,317",-30.14%,"67,482",2.44%,"401,696",-12.11%,"809,793",2.44%,"200,848",-12.11%,0,,0,,"7,773",-1.21%,"36,176",45.41%,49,-74.07%,205,,878,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Petrified Forest NP,"505,209",-14.42%,"106,760",-11.80%,120,0.00%,"1,281,126",-11.80%,120,0.00%,0,,0,,0,,0,,789,26.44%,0,,0,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Pipe Spring NM,"23,001",-4.27%,"2,875",-4.26%,404,0.00%,"34,501",-4.26%,900,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Saguaro NP,"908,194",-15.89%,"137,527",6.21%,"4,344,960",48.24%,"1,650,326",6.21%,"1,086,239",48.24%,0,,0,,0,,0,,"3,706",-7.70%,0,,0,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Sunset Crater Volcano NM,"54,787",-56.40%,"6,481",-58.74%,"12,000",0.00%,"77,776",-58.74%,"3,996",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
Arizona,Tonto NM,"31,504",-2.57%,"4,656",0.47%,0,,"55,882",0.48%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"10,276,078",-3.81%,"8,142,925",1.48%,"5,390,621",29.64%,"97,715,222",1.48%,"2,961,012",1.26%,"578,799",24.91%,"126,483",-22.95%,"119,619",,"111,262",,"349,234",,205,,"415,658",-91.02%,"311,986,008",5.00%,"113,245,394",0.17%,"162,749,152",,"1,358,947,005",0.17%,"86,933,431",,"2,735,836",,"1,418,618",,"3,269,989",,"2,567,069",,"1,865,699",,"43,383",,"1,353,525",
