Title1,Textbox33
Visitation By State and by Park for Fiscal Year: 2020,This report documents the number of recreation visitors and visitor days for all NPS units that reported public use data in Fiscal Year 2020 and displays the percent change from the previous year.

State,Field1,Field2,Textbox22,Field4,Textbox24,TotalNonRecreationVisits,Textbox98,TotalRecreationVisitorHours,Textbox103,TotalNonRecreationVisitorHours,Textbox109,ConcessionerLodgingOvernights,Textbox115,ConcessionerCampingOvernights,Textbox121,TentOvernights,Textbox127,RecreationVehicleOvernights,Textbox133,BackcountryOvernights,Textbox139,NonRecreationOvernights,Textbox144,MiscellaneousOvernights,Textbox151,State2,RecVisitors1,Textbox23,RecDays1,Textbox25,Textbox11,Textbox99,Textbox74,Textbox104,Textbox69,Textbox110,Textbox56,Textbox116,Textbox51,Textbox122,Textbox46,Textbox128,Textbox41,Textbox134,Textbox36,Textbox140,Textbox94,Textbox145,Textbox89,Textbox152,Textbox28,Textbox29,Textbox30,Textbox31,Textbox12,Textbox100,Textbox75,Textbox105,Textbox70,Textbox111,Textbox57,Textbox117,Textbox52,Textbox123,Textbox47,Textbox129,Textbox42,Textbox135,Textbox37,Textbox141,Textbox95,Textbox146,Textbox90,Textbox153
Alaska,Gates of the Arctic NP & PRES,"2,890",-72.53%,"1,965",-76.96%,0,,"23,581",-76.96%,0,,0,,0,,0,,0,,928,-77.13%,0,,0,,Subtotal Alaska,"414,148",-87.10%,"305,128",-85.53%,"578,644",,"3,661,633",-85.53%,"612,643",,654,,"12,831",,117,,0,,"46,785",-27.55%,"18,192",,"8,663",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Alaska,Glacier Bay NP & PRES,"9,887",-98.52%,"23,809",-96.65%,307,-19.84%,"285,718",-96.65%,"48,800",-32.35%,0,-100.00%,0,,94,-87.37%,0,,"1,012",-76.38%,"1,970",-44.38%,"8,325",-33.22%,Subtotal Alaska,"414,148",-87.10%,"305,128",-85.53%,"578,644",,"3,661,633",-85.53%,"612,643",,654,,"12,831",,117,,0,,"46,785",-27.55%,"18,192",,"8,663",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Alaska,Katmai NP & PRES,"51,751",-38.51%,"45,179",111.62%,700,,"542,159",111.62%,"13,280",,654,-84.68%,0,,23,-99.09%,0,,"20,298",4331.88%,480,,6,,Subtotal Alaska,"414,148",-87.10%,"305,128",-85.53%,"578,644",,"3,661,633",-85.53%,"612,643",,654,,"12,831",,117,,0,,"46,785",-27.55%,"18,192",,"8,663",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Alaska,Kenai Fjords NP,"115,249",-67.60%,"28,209",-71.16%,0,,"338,516",-71.16%,0,,0,,0,,0,-100.00%,0,,138,-75.00%,0,,0,,Subtotal Alaska,"414,148",-87.10%,"305,128",-85.53%,"578,644",,"3,661,633",-85.53%,"612,643",,654,,"12,831",,117,,0,,"46,785",-27.55%,"18,192",,"8,663",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Alaska,Klondike Gold Rush NHP Alaska,483,-99.96%,382,-99.90%,0,,"4,589",-99.90%,0,,0,,0,,0,-100.00%,0,,65,-98.88%,0,,0,,Subtotal Alaska,"414,148",-87.10%,"305,128",-85.53%,"578,644",,"3,661,633",-85.53%,"612,643",,654,,"12,831",,117,,0,,"46,785",-27.55%,"18,192",,"8,663",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Alaska,Kobuk Valley NP,"11,185",-28.19%,"9,133",88.23%,"6,350",-18.06%,"109,600",88.24%,"133,840",115.87%,0,,0,,0,,0,,"4,888",-30.67%,"5,660",,0,5.79%,Subtotal Alaska,"414,148",-87.10%,"305,128",-85.53%,"578,644",,"3,661,633",-85.53%,"612,643",,654,,"12,831",,117,,0,,"46,785",-27.55%,"18,192",,"8,663",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Alaska,Lake Clark NP & PRES,"4,721",-73.25%,"6,362",46.66%,0,,"76,344",46.65%,0,,0,,0,,0,,0,,"3,041",299.08%,0,,0,,Subtotal Alaska,"414,148",-87.10%,"305,128",-85.53%,"578,644",,"3,661,633",-85.53%,"612,643",,654,,"12,831",,117,,0,,"46,785",-27.55%,"18,192",,"8,663",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Alaska,Noatak NPRES,"12,533",-26.39%,"20,747",-1.21%,"7,040",-16.69%,"248,972",-1.21%,"131,440",94.44%,0,,0,,0,,0,,"3,571",-36.80%,"4,430",,0,-6.74%,Subtotal Alaska,"414,148",-87.10%,"305,128",-85.53%,"578,644",,"3,661,633",-85.53%,"612,643",,654,,"12,831",,117,,0,,"46,785",-27.55%,"18,192",,"8,663",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Alaska,Sitka NHP,"110,993",-51.95%,"6,796",-41.97%,0,,"81,559",-41.97%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Alaska,"414,148",-87.10%,"305,128",-85.53%,"578,644",,"3,661,633",-85.53%,"612,643",,654,,"12,831",,117,,0,,"46,785",-27.55%,"18,192",,"8,663",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Alaska,Wrangell-St. Elias NP & PRES,"16,655",-77.65%,"63,842",-77.65%,0,,"766,112",-77.65%,0,,0,,0,,0,,0,,0,,0,,332,,Subtotal Alaska,"414,148",-87.10%,"305,128",-85.53%,"578,644",,"3,661,633",-85.53%,"612,643",,654,,"12,831",,117,,0,,"46,785",-27.55%,"18,192",,"8,663",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Alaska,Yukon-Charley Rivers NPRES,549,-52.55%,"3,047",-25.68%,65,,"36,570",-25.69%,"7,800",,0,,0,,0,,0,,"1,478",-24.36%,355,,0,-49.29%,Subtotal Alaska,"414,148",-87.10%,"305,128",-85.53%,"578,644",,"3,661,633",-85.53%,"612,643",,654,,"12,831",,117,,0,,"46,785",-27.55%,"18,192",,"8,663",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
American Samoa,National Park of American Samoa,"21,419",-61.66%,"3,569",-61.66%,0,,"42,839",-61.66%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal American Samoa,"21,419",-61.66%,"3,569",-61.66%,0,,"42,839",-61.66%,0,,0,,0,,0,,0,,0,,0,,0,,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Canyon de Chelly NM,"202,889",-50.85%,"109,884",-53.77%,"689,157",15.88%,"1,318,617",-53.77%,"1,378,311",15.88%,"4,750",-70.46%,"3,489",-75.75%,0,,0,,201,-75.00%,212,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Casa Grande Ruins NM,"52,322",-15.74%,"5,829",-17.30%,"1,800",-16.67%,"69,954",-17.29%,180,-16.67%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Chiricahua NM,"46,715",-18.98%,"17,382",-35.24%,"3,600",0.00%,"208,593",-35.24%,"1,200",0.00%,0,,0,,"3,295",-50.05%,"3,509",-33.77%,0,,0,-72.76%,365,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Coronado NMEM,"169,289",52.59%,"15,088",35.72%,"2,508",0.00%,"181,058",35.72%,"1,248",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Fort Bowie NHS,"6,270",-16.96%,"1,045",-16.93%,0,,"12,540",-16.96%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Glen Canyon NRA,"443,928",-46.84%,"246,420",-39.58%,"23,444",-26.23%,"2,957,046",-39.58%,"281,338",-26.23%,"26,120",-55.84%,"43,034",-35.86%,"2,885",-76.95%,"1,708",-53.57%,0,,0,-8.09%,"416,042",,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Grand Canyon NP,"3,177,721",-47.77%,"4,157,723",-47.90%,"14,216",-32.57%,"49,892,677",-47.90%,"14,216",-32.57%,"267,914",-54.98%,"29,003",-37.92%,"30,109",-75.18%,"14,001",-78.15%,"171,932",-47.77%,0,-87.64%,"3,128",,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Hubbell Trading Post NHS,"24,770",-42.05%,"1,066",-42.07%,"4,584",0.00%,"12,800",-42.04%,"1,056",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Lake Mead NRA,"1,980,483",5.65%,"1,201,898",-2.69%,"81,097",59.90%,"14,422,778",-2.69%,"486,578",59.90%,"10,313",306.50%,"67,384",287.00%,"10,163",-77.87%,"12,934",-77.88%,"39,486",-55.14%,0,-36.43%,"7,103",,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Montezuma Castle NM,"248,691",-31.25%,"20,724",-31.25%,0,,"248,691",-31.25%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Navajo NM,"12,737",-74.61%,"2,968",-76.69%,0,-100.00%,"35,620",-76.69%,0,-100.00%,0,,0,,431,-81.53%,639,-68.13%,0,-100.00%,0,-100.00%,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Organ Pipe Cactus NM,"202,279",-23.09%,"59,889",-6.18%,"913,634",-28.28%,"718,677",-6.17%,"456,818",-28.28%,0,,0,,"4,629",-26.84%,"26,266",7.79%,131,-52.71%,0,-14.55%,47,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Petrified Forest NP,"389,972",-37.99%,"80,876",-41.29%,120,0.00%,"970,520",-41.29%,120,0.00%,0,,0,,0,,0,,446,-68.68%,0,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Pipe Spring NM,"10,797",-62.03%,"1,349",-62.04%,404,0.00%,"16,194",-62.03%,900,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Saguaro NP,"756,377",-23.93%,"68,354",-21.57%,"2,908,953",18.10%,"820,255",-21.57%,"727,239",18.10%,0,,0,,0,,0,,"2,761",27.06%,0,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Sunset Crater Volcano NM,"74,613",-31.53%,"8,662",-23.69%,"12,000",0.00%,"103,944",-23.69%,"3,996",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Tonto NM,"24,209",-20.93%,"3,422",-25.33%,0,,"41,064",-25.34%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Tumacacori NHP,"32,283",-13.11%,"4,043",-13.80%,0,,"48,525",-13.80%,0,,0,,0,,0,,0,,0,,0,13.64%,50,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
Arizona,Tuzigoot NM,"74,618",-19.52%,"6,218",-19.52%,0,,"74,618",-19.52%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Arizona,"8,171,997",-34.22%,"6,047,221",-41.40%,"4,662,528",4.36%,"72,566,748",-41.40%,"3,357,360",6.18%,"309,097",-54.06%,"142,910",-1.85%,"51,512",,"59,057",,"214,985",-49.08%,212,,"426,735",,"244,979,922",-24.22%,"89,240,517",-24.25%,"153,550,868",,"1,070,888,431",-24.25%,"83,071,630",,"1,352,341",,"1,197,601",,"1,907,546",,"1,505,013",,"1,410,369",,"29,780",,"954,395",
